ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718337420000,66721.6,66748.0,66720.0,66748.0,15.08705737,1006655.705794007,1006655.705794007,1
1718337240000,66744.8,66744.8,66717.9,66721.6,4.05840758,270819.344289646,270819.344289646,1
1718337060000,66742.3,66762.2,66731.9,66746.5,3.5190499,234892.303544865,234892.303544865,1
1718336880000,66735.0,66769.0,66732.9,66742.3,5.54462133,370113.457444523,370113.457444523,1
1718336700000,66766.2,66776.0,66723.7,66735.0,2.01259626,134332.273814875,134332.273814875,1
1718336520000,66703.6,66767.9,66703.6,66764.6,3.05538124,203889.038556376,203889.038556376,1
1718336340000,66728.3,66728.3,66680.4,66703.5,4.65080384,310211.518438469,310211.518438469,1
1718336160000,66700.1,66745.7,66692.9,66728.4,2.95400366,197107.925302773,197107.925302773,1
1718335980000,66703.1,66739.9,66672.9,66702.6,8.42150906,561760.513243545,561760.513243545,1
1718335800000,66727.2,66779.9,66703.6,66703.6,2.99152152,199685.613316612,199685.613316612,1
1718335620000,66750.7,66750.7,66713.0,66727.8,3.57020341,238240.286974176,238240.286974176,1
1718335440000,66737.1,66763.9,66737.1,66751.2,5.17309123,345282.962601645,345282.962601645,1
1718335260000,66742.3,66772.0,66735.6,66737.1,6.15817658,411039.034615995,411039.034615995,1
1718335080000,66784.0,66807.1,66742.3,66743.5,2.84280675,189845.493556799,189845.493556799,1
1718334900000,66768.0,66799.1,66743.3,66780.0,8.46639,565374.830231513,565374.830231513,1
1718334720000,66742.6,66775.3,66718.5,66767.0,3.07272703,205128.923116749,205128.923116749,1
1718334540000,66766.9,66794.5,66717.8,66742.6,7.70096869,514086.842690528,514086.842690528,1
1718334360000,66810.4,66932.8,66754.8,66762.5,18.4967228,1236691.07396727,1236691.07396727,1
1718334180000,66926.5,66926.5,66810.4,66810.4,7.75429952,518479.808681185,518479.808681185,1
1718334000000,66953.3,66991.2,66900.7,66926.4,14.50247407,970914.699700273,970914.699700273,1
1718333820000,67004.6,67032.0,66954.3,66956.0,22.05001185,1477796.47313845,1477796.47313845,1
1718333640000,66911.1,67008.7,66900.2,67004.6,25.2770411,1692353.972755703,1692353.972755703,1
1718333460000,66850.6,66923.0,66830.3,66909.8,15.91550666,1064409.235129354,1064409.235129354,1
1718333280000,66832.5,66888.0,66820.6,66850.4,6.17915609,413105.94619126,413105.94619126,1
