ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1717941600000,69453.3,69565.2,69264.7,69489.0,98.71077507,6854032.535713657,6854032.535713657,1
1717938000000,69700.0,69775.0,69253.0,69453.3,158.36049586,11006526.851706441,11006526.851706441,1
1717934400000,69368.9,69773.2,69356.5,69697.9,164.31429678,11433917.483918974,11433917.483918974,1
1717930800000,69351.4,69396.0,69327.6,69368.8,41.60083443,2885381.427229594,2885381.427229594,1
1717927200000,69365.0,69378.3,69324.9,69351.3,23.73760368,1646082.100361953,1646082.100361953,1
1717923600000,69357.9,69404.2,69338.6,69365.0,37.71076808,2615786.716556199,2615786.716556199,1
1717920000000,69304.9,69366.2,69285.8,69357.8,43.06802915,2985671.744636547,2985671.744636547,1
1717916400000,69389.9,69435.1,69285.5,69304.8,88.05199437,6108959.124632086,6108959.124632086,1
1717912800000,69300.9,69400.0,69288.0,69389.9,45.28635493,3140403.645719854,3140403.645719854,1
1717909200000,69308.7,69373.8,69234.6,69300.9,31.52548921,2185066.983884702,2185066.983884702,1
1717905600000,69261.8,69314.3,69245.2,69308.6,23.82315315,1650545.009683137,1650545.009683137,1
1717902000000,69173.5,69300.0,69134.0,69261.8,51.2896178,3550541.284309791,3550541.284309791,1
1717898400000,69282.9,69304.0,69155.9,69173.5,59.90193866,4145603.351834787,4145603.351834787,1
1717894800000,69277.8,69351.4,69228.2,69282.8,35.42630568,2454038.626449256,2454038.626449256,1
1717891200000,69311.5,69332.2,69241.6,69277.7,44.6091055,3090849.901260843,3090849.901260843,1
1717887600000,69335.6,69375.1,69288.4,69311.5,88.1595286,6112568.254765914,6112568.254765914,1
1717884000000,69399.1,69413.7,69281.2,69335.6,56.20888097,3898220.93787552,3898220.93787552,1
1717880400000,69361.5,69450.1,69312.0,69399.1,130.74029507,9074689.371417975,9074689.371417975,1
1717876800000,69452.7,69475.0,69308.2,69361.5,40.83684203,2834131.672105411,2834131.672105411,1
1717873200000,69454.2,69495.3,69418.5,69452.6,43.09279742,2993403.396334529,2993403.396334529,1
1717869600000,69443.7,69504.2,69398.6,69453.5,474.68763971,32981292.718564942,32981292.718564942,1
1717866000000,69385.1,69470.8,69335.1,69443.6,101.1781893,7024776.358162673,7024776.358162673,1
1717862400000,69420.9,69473.0,69297.2,69385.1,262.35387679,18194402.943469185,18194402.943469185,1
1717858800000,69463.7,69497.1,69406.5,69420.8,77.74298581,5399458.587052584,5399458.587052584,1
1717855200000,69423.4,69470.2,69305.9,69463.6,98.08965789,6807306.038525373,6807306.038525373,1
1717851600000,69348.3,69428.0,69136.4,69421.4,202.61391775,14036307.69758888,14036307.69758888,1
1717848000000,69364.2,69436.3,69270.0,69348.3,92.94592447,6444840.156522705,6444840.156522705,1
1717844400000,69455.9,69523.0,69308.6,69365.9,140.628883,9766706.167520303,9766706.167520303,1
1717840800000,69440.2,69500.0,69350.1,69455.8,73.86026321,5126384.651536623,5126384.651536623,1
1717837200000,69429.9,69492.0,69369.0,69440.2,79.71682465,5534721.145452595,5534721.145452595,1
1717833600000,69589.6,69589.6,69372.2,69429.9,101.29240955,7034396.438949736,7034396.438949736,1
1717830000000,69336.9,69589.6,69336.8,69589.5,216.19816073,15021765.003146771,15021765.003146771,1
1717826400000,69312.2,69417.4,69286.8,69336.8,55.2911607,3835227.802249292,3835227.802249292,1
1717822800000,69308.0,69345.2,69228.1,69312.2,76.42991054,5295969.825299979,5295969.825299979,1
1717819200000,69422.6,69461.8,69275.0,69308.0,54.75266184,3797477.975899157,3797477.975899157,1
1717815600000,69426.2,69529.9,69407.1,69422.5,108.19915668,7515833.782746066,7515833.782746066,1
1717812000000,69466.6,69466.6,69380.0,69426.2,103.75145638,7202444.933709242,7202444.933709242,1
1717808400000,69393.5,69472.7,69292.3,69466.5,85.22344674,5915420.7710671,5915420.7710671,1
1717804800000,69348.0,69482.6,69289.0,69396.0,173.80779111,12059304.682254497,12059304.682254497,1
1717801200000,69500.2,69500.2,69306.6,69348.0,61.2670401,4250694.555467402,4250694.555467402,1
1717797600000,69240.7,69536.4,69180.7,69500.3,116.22071985,8063353.970398232,8063353.970398232,1
1717794000000,69308.1,69384.4,69200.1,69240.7,87.68560073,6075419.374448832,6075419.374448832,1
1717790400000,69260.1,69322.0,68972.0,69308.5,385.8313749,26665938.180701904,26665938.180701904,1
1717786800000,69148.3,69450.0,68800.0,69256.0,759.70867994,52528173.16039432,52528173.16039432,1
1717783200000,69791.0,69878.2,68300.0,69150.8,2516.43191952,174043105.35928118,174043105.35928118,1
1717779600000,70869.8,70869.8,69775.3,69791.0,893.84017599,62932599.28642433,62932599.28642433,1
1717776000000,71108.6,71212.1,70778.2,70868.9,234.80966617,16660597.331137866,16660597.331137866,1
1717772400000,71420.0,71420.0,70851.2,71108.6,394.30067592,28034489.966454316,28034489.966454316,1
1717768800000,71526.3,71540.0,71168.8,71420.0,252.71142658,18042354.13391066,18042354.13391066,1
1717765200000,71227.9,71640.0,71046.5,71528.4,463.17800578,33062500.28666105,33062500.28666105,1
1717761600000,71717.3,71997.0,70601.0,71225.9,2018.88437719,143898196.89669728,143898196.89669728,1
1717758000000,71376.4,71720.0,71302.2,71717.3,417.22080656,29833488.670272853,29833488.670272853,1
1717754400000,71296.4,71437.2,71200.1,71376.4,120.39098891,8585726.53155111,8585726.53155111,1
1717750800000,71119.9,71321.3,71060.0,71301.8,462.83784296,32951797.746958356,32951797.746958356,1
1717747200000,71104.1,71198.6,71048.1,71116.4,148.19207601,10538020.060891079,10538020.060891079,1
1717743600000,71273.5,71310.8,71055.4,71104.0,328.1556586,23359944.466138802,23359944.466138802,1
1717740000000,71300.0,71359.4,71164.3,71273.4,96.1465251,6851898.533452627,6851898.533452627,1
1717736400000,71216.2,71450.0,71161.8,71300.0,233.88089929,16676110.817250784,16676110.817250784,1
1717732800000,70996.0,71263.1,70995.9,71216.1,233.94780403,16648513.506720915,16648513.506720915,1
1717729200000,70825.1,71027.3,70744.2,70995.9,160.30496974,11364850.808436323,11364850.808436323,1
1717725600000,70837.9,70873.2,70666.6,70825.1,95.9431577,6789845.402348041,6789845.402348041,1
1717722000000,70878.9,70911.6,70666.8,70837.8,106.45613144,7535741.432034118,7535741.432034118,1
1717718400000,70791.4,70882.8,70736.5,70878.9,83.34519682,5903485.135906377,5903485.135906377,1
1717714800000,70888.8,70948.4,70751.4,70791.4,85.22832477,6037035.351012831,6037035.351012831,1
1717711200000,70738.3,70888.8,70665.8,70888.8,144.55655381,10236228.130177481,10236228.130177481,1
1717707600000,70723.2,70859.5,70663.2,70738.4,81.86576443,5793252.009730701,5793252.009730701,1
1717704000000,70479.1,70744.0,70120.0,70723.1,343.90039405,24222290.64846191,24222290.64846191,1
1717700400000,71076.5,71083.2,70450.6,70478.8,402.82658333,28488103.833993632,28488103.833993632,1
1717696800000,71107.1,71164.9,70864.0,71076.4,81.23800719,5768054.394832432,5768054.394832432,1
1717693200000,70944.0,71228.2,70800.0,71107.1,259.63126894,18436886.134587966,18436886.134587966,1
1717689600000,71302.3,71382.5,70829.0,70943.9,430.23131726,30560496.44962379,30560496.44962379,1
1717686000000,71455.9,71651.5,71248.6,71302.2,262.5475082,18767029.092718724,18767029.092718724,1
1717682400000,71118.7,71517.0,71015.0,71456.0,338.20032134,24107070.581869427,24107070.581869427,1
1717678800000,71188.4,71540.0,71001.1,71118.7,313.04143282,22314879.713803932,22314879.713803932,1
1717675200000,71162.8,71450.0,71053.9,71189.9,265.44584873,18904617.139558967,18904617.139558967,1
1717671600000,70991.5,71188.0,70925.0,71162.7,123.34882678,8764263.683022302,8764263.683022302,1
1717668000000,70979.9,71010.4,70885.0,70988.0,105.97930381,7517683.010817907,7517683.010817907,1
1717664400000,70900.0,71140.6,70900.0,70977.0,210.39258692,14936056.104536694,14936056.104536694,1
1717660800000,71020.3,71039.6,70853.9,70899.9,144.04201198,10215953.851369038,10215953.851369038,1
1717657200000,70893.9,71067.9,70853.0,71020.4,101.21687665,7181265.568324492,7181265.568324492,1
1717653600000,70900.5,71038.8,70802.3,70895.2,162.30771983,11510783.949715897,11510783.949715897,1
1717650000000,71052.7,71084.2,70810.2,70901.3,140.34489659,9949188.61078207,9949188.61078207,1
1717646400000,71049.3,71111.3,70914.0,71052.7,92.44001313,6563057.824161566,6563057.824161566,1
1717642800000,71161.0,71188.2,71016.2,71049.2,82.86397501,5892356.403517894,5892356.403517894,1
1717639200000,71128.0,71241.1,71099.9,71160.9,96.80472979,6889481.360615196,6889481.360615196,1
1717635600000,71021.6,71187.5,70900.3,71126.6,86.79841994,6168252.794482095,6168252.794482095,1
1717632000000,71105.5,71189.8,70957.6,71021.6,89.90479452,6390946.476698761,6390946.476698761,1
1717628400000,71143.9,71293.7,70708.0,71112.0,254.65193327,18070591.30913973,18070591.30913973,1
1717624800000,71149.0,71279.9,71093.7,71143.9,58.3482223,4153024.631737288,4153024.631737288,1
1717621200000,71197.3,71219.9,71030.5,71149.0,72.47716154,5154771.233157878,5154771.233157878,1
1717617600000,71286.5,71368.0,71161.9,71197.4,250.64462474,17860682.34976154,17860682.34976154,1
1717614000000,71096.4,71420.0,70865.5,71286.4,599.91444316,42683804.71121065,42683804.71121065,1
1717610400000,71629.8,71744.9,70900.0,71100.4,401.30119557,28573427.189896777,28573427.189896777,1
1717606800000,71312.7,71717.0,71235.2,71631.6,267.57453502,19133673.454775523,19133673.454775523,1
1717603200000,71567.2,71754.7,71266.1,71312.8,325.18288085,23266335.25435639,23266335.25435639,1
1717599600000,70868.0,71717.9,70761.9,71567.3,609.58700036,43517729.16581696,43517729.16581696,1
1717596000000,70724.2,71063.9,70376.0,70863.9,909.51448683,64321204.295608394,64321204.295608394,1
1717592400000,70938.6,71175.0,70600.0,70722.4,394.44864772,27946889.712305985,27946889.712305985,1
1717588800000,70970.6,71120.1,70648.1,70938.6,288.12422203,20424997.22514719,20424997.22514719,1
1717585200000,70800.5,71097.9,70700.0,70967.2,127.20934467,9020315.628552571,9020315.628552571,1
1717581600000,70900.0,70927.8,70720.0,70800.5,122.0268145,8640922.248793064,8640922.248793064,1
1717578000000,70936.9,71031.3,70822.2,70900.0,174.71491508,12390783.016644888,12390783.016644888,1
1717574400000,71200.8,71243.1,70884.0,70937.0,175.80120031,12488770.86972698,12488770.86972698,1
1717570800000,71114.7,71371.3,71030.5,71200.7,375.43010899,26725624.764734086,26725624.764734086,1
1717567200000,70991.4,71148.2,70822.7,71115.0,310.28018958,22013567.03496219,22013567.03496219,1
1717563600000,71179.3,71207.7,70888.5,70991.9,280.8384203,19949136.580912482,19949136.580912482,1
1717560000000,70955.9,71255.0,70827.1,71179.2,482.73239914,34325581.23395335,34325581.23395335,1
1717556400000,70839.8,70996.7,70767.9,70956.0,239.11256179,16947405.776086718,16947405.776086718,1
1717552800000,70963.6,71146.9,70648.0,70839.7,369.29671503,26186116.1712433,26186116.1712433,1
1717549200000,70775.0,71306.1,70644.0,70967.2,530.8848519,37688680.73715105,37688680.73715105,1
1717545600000,70532.2,70893.3,70424.1,70772.6,376.57763836,26616496.739805017,26616496.739805017,1
1717542000000,70566.3,70615.2,70404.2,70532.3,255.14704319,17998645.96281454,17998645.96281454,1
1717538400000,70619.0,70742.8,70500.3,70566.2,174.97577349,12356237.696967257,12356237.696967257,1
1717534800000,70401.2,70631.0,70341.7,70619.0,137.67228849,9704405.963652765,9704405.963652765,1
1717531200000,70437.5,70549.1,70167.6,70401.2,297.38110375,20904935.584396843,20904935.584396843,1
1717527600000,70707.5,70736.0,70087.6,70435.9,654.00086222,46064731.961512566,46064731.961512566,1
1717524000000,70565.6,71071.9,70565.6,70707.5,476.73829993,33794785.91302391,33794785.91302391,1
1717520400000,70807.0,70838.8,70338.9,70565.6,278.81929647,19676700.246566545,19676700.246566545,1
1717516800000,70448.0,71000.0,70393.2,70803.3,864.07263461,61124576.001368016,61124576.001368016,1
1717513200000,69664.0,70500.0,69462.7,70447.9,743.31672733,52130909.37545073,52130909.37545073,1
1717509600000,69539.2,70099.0,69324.3,69663.9,1079.28332326,75317496.67148939,75317496.67148939,1
1717506000000,68951.6,69832.0,68943.5,69536.0,606.96872961,42179783.143929295,42179783.143929295,1
1717502400000,68957.5,69160.0,68843.8,68944.6,108.50413154,7487306.726918791,7487306.726918791,1
1717498800000,68896.0,69034.8,68836.0,68957.3,120.58101108,8310984.680457524,8310984.680457524,1
1717495200000,68715.3,68958.7,68698.9,68893.8,195.59076765,13463535.100677352,13463535.100677352,1
1717491600000,68840.8,68891.1,68560.1,68715.2,351.44384481,24145735.42328139,24145735.42328139,1
1717488000000,69011.2,69189.9,68824.3,68841.0,149.92737949,10346104.119657688,10346104.119657688,1
1717484400000,68910.9,69078.2,68895.0,69011.3,152.89486759,10548886.055257902,10548886.055257902,1
1717480800000,68966.7,69054.5,68757.8,68910.9,429.8129708,29629373.824646063,29629373.824646063,1
1717477200000,69066.5,69162.5,68915.4,68963.8,146.2031111,10094551.856050244,10094551.856050244,1
1717473600000,69168.0,69276.2,69055.8,69067.8,178.15028013,12326054.696805144,12326054.696805144,1
1717470000000,69145.9,69370.3,69124.0,69167.9,124.51921135,8620689.708888346,8620689.708888346,1
1717466400000,69220.2,69327.3,69089.2,69145.9,290.36125469,20091862.706188597,20091862.706188597,1
1717462800000,69006.0,69221.8,68904.0,69220.2,173.02772088,11954893.155794479,11954893.155794479,1
1717459200000,68800.7,69111.3,68650.2,69006.0,310.32860475,21374936.61284972,21374936.61284972,1
1717455600000,69043.9,69057.1,68732.0,68800.7,116.60392548,8028162.725267364,8028162.725267364,1
1717452000000,69086.3,69140.6,68805.8,69043.8,123.75410214,8535294.156695085,8535294.156695085,1
1717448400000,69103.3,69198.0,68916.6,69086.3,77.05219986,5321597.382022942,5321597.382022942,1
1717444800000,69218.4,69500.0,69103.2,69103.2,162.90838856,11304145.96509892,11304145.96509892,1
1717441200000,69294.7,69311.2,69020.5,69218.5,122.22160396,8452594.26956019,8452594.26956019,1
1717437600000,69271.3,69455.2,69160.0,69294.6,203.97043325,14141237.231160987,14141237.231160987,1
1717434000000,69080.1,69397.8,68803.1,69271.0,129.63105202,8959868.514102435,8959868.514102435,1
1717430400000,69613.4,69706.3,68910.9,69080.1,370.47341653,25678916.1076651,25678916.1076651,1
1717426800000,68775.8,69626.2,68757.9,69613.3,416.57410948,28829844.785436194,28829844.785436194,1
1717423200000,69784.2,70074.6,68516.4,68776.3,944.60453709,65442322.2890549,65442322.2890549,1
1717419600000,69749.0,70299.4,69524.8,69784.3,1250.62440414,87337448.0455194,87337448.0455194,1
1717416000000,69087.4,69787.9,69087.3,69748.7,576.08123675,40037664.756140925,40037664.756140925,1
1717412400000,68920.0,69257.1,68849.3,69087.3,226.13208458,15618937.593830397,15618937.593830397,1
1717408800000,69018.2,69189.4,68888.8,68919.9,224.04038434,15466963.22541197,15466963.22541197,1
1717405200000,69146.0,69189.9,68913.9,69016.7,137.7102652,9507750.318258207,9507750.318258207,1
1717401600000,68914.6,69333.0,68914.6,69146.1,355.01969708,24561748.528997693,24561748.528997693,1
1717398000000,69045.0,69195.0,68810.6,68914.6,545.79472903,37670186.65515907,37670186.65515907,1
1717394400000,68719.9,69224.9,68635.5,69045.0,617.02955689,42578316.726411894,42578316.726411894,1
1717390800000,68511.6,68818.3,68450.4,68719.9,535.96984286,36792727.83615317,36792727.83615317,1
